air-blast,stabilization,landing
-9.7416,5.863848041377194,14.583
-17.127,-0.09684567843928207,6.7102
-18.434,12.969675587656273,3.3023
-11.704,-1.3518910745269275,3.4619
-1.1269,-5.2253403103005835,0.8305600000000001
6.0,-0.016062156068037573,-6.191
6.0106,2.753741271110185,-10.865
2.6066,7.072261335626608,-7.7336
-0.30869,2.2096245695653938,-0.63403
-3.1744,-2.8291521740709737,4.9336
-7.0956,-12.28910310941179,8.7139
-9.6496,-9.546171717509369,11.182
-8.8313,-8.82861685095671,10.746
-5.5476,-2.882814768642836,6.5968
-0.49997,-6.6144460730173416,0.23835
4.4202,4.674152597920325,-5.4427
6.294,-7.461249257578254,-7.9925
3.9703,-1.8510539106961172,-7.6343
-0.35828000000000004,1.5281590104769873,-7.9889
-3.8013,-3.6428858972401383,-11.408
-5.3316,17.007691386523422,-14.808
-3.3338,-11.434654765744675,-13.283
2.3657,-1.3056363813548049,-6.1342
9.103,10.154081830552864,2.0221
11.342,-15.689520851383659,6.1393
6.3365,4.8225912206659185,5.6499
-3.5321,-5.910317511065848,2.859
-13.56,10.526286149206326,-0.86098
-17.825,-0.64805294302105,-4.237
-12.175,3.5191163041279894,-5.4853
0.7398100000000001,-5.392633873237324,-5.9392
12.978,-8.633533874424408,-7.3151
19.156,9.381792418599616,-7.0953
20.027,-0.6798143284219185,-3.0561
16.588,5.820731115334306,3.1073
8.4052,1.278114064618071,7.6287
-0.7054199999999999,6.060955988678655,7.806
-3.1921,5.550631940911645,3.1037
1.0692,-3.47676587630374,-3.4994
4.445,14.73098583566687,-7.7194
3.2265,3.723039851920986,-6.5775
0.8956700000000001,16.013114808683667,-1.1163
0.31828,6.699960073210707,4.0896
-0.14575,-4.433227690710658,5.1464
-1.3076,-6.749472360394762,2.5257
-1.2545,-0.45562954325168675,-0.18719
0.82836,1.6760773718014963,-1.7263
3.4744,1.8442413244676241,-2.4
4.3777,-3.3635074226407182,0.29865
3.276,7.004443703418063,6.3592
2.1461,-21.51512694504259,9.909
1.8556,-5.506940440607993,8.0756
-0.8789899999999999,-3.866128889560706,4.5932
-8.4027,8.72499919855017,0.98662
-16.95,-4.300837771692658,-3.3646
-19.185,16.9530425591134,-3.9888
-12.395,-1.6149437791235892,3.1534
-2.0869,4.117424292976392,11.519
4.1368,-5.418671692169855,11.916
4.027,-14.364535181132066,5.7918
1.1543,-0.649141715548955,1.0611
-0.964,-1.0478230389746697,1.2384
-2.9689,8.002860924708061,4.7173
-5.6185,6.23165647957644,8.1607
-6.5997,16.349238621696724,6.5188
-5.0269,1.1599439367570983,-1.3681
-2.0302,3.9901508669060157,-9.3152
1.6856,-7.408801052050966,-11.216
4.0801,4.087508841141449,-7.6875
2.5853,1.801055575407987,-2.6979
-2.4624,-0.9070444251762401,-0.18718
-7.1487,-1.6602353445064324,-2.0809
-8.2858,-9.263914073584708,-5.1129
-5.8948,9.952977104528538,-3.3646
-0.87545,13.631208559800408,2.625
5.7414,1.7513597254278341,5.3414
11.643,-6.306185788865326,0.13199
12.504,0.9958631149494979,-8.9429
6.9564,-2.7791691865139048,-14.869000000000002
-0.36537,-1.8745381654629911,-12.876
-4.7436,7.3832173399318615,-5.2229
-7.6978,8.2158552943771,0.53627
-10.156,-0.7637921007113326,0.24548000000000006
-7.1452,17.63271232915729,-1.5915
2.7447,8.417927651820815,-0.3893
12.613,15.438633870097549,2.2385
15.936,0.11197536709746686,3.0045
12.372,-20.119942971414385,1.5363
5.3341,2.086166684175742,0.25966
-1.0844,-2.727604832443458,-0.55597
-0.93921,7.063882466752797,-2.1624
7.0698,13.298330326156032,-3.9888
15.05,-7.52395912277151,-5.081
15.15,-1.6373157029947527,-5.3576
7.2469,-13.658882902646411,-3.6164
-2.806,-11.638516684053851,1.859
-10.092,-16.216243238283138,8.4905
-11.637,6.433595764779924,11.813
-6.9362,-13.424310171775778,10.583
-0.18826,-17.272983358598914,6.455
4.4769,-10.88713043663832,0.69586
6.7935,-2.7033463676326797,-4.7299
8.8621,2.994179885291568,-6.8399
10.552,-3.4301771075855663,-4.393
9.397,-6.241847835531298,-0.64817
2.5463,5.172059124216158,1.7101
-8.9801,4.714097917694322,3.7563
-19.656,-1.8436722268259313,5.767
-23.588,1.0557052115764796,7.1323
-19.15,-9.905444072495023,9.448
-10.333,-2.2920632546435225,13.966
-2.4588,5.313043492460613,15.434
1.2251,-5.005114437256314,9.8984
2.3799,-12.36245051202125,1.8981
4.9621,-7.875803054402805,-1.9284
6.9245,-7.824604159202195,-2.3752
4.1333,-4.107190229070921,-3.5703
-1.8318,2.035586716678411,-5.8895
-6.2879999999999985,-17.95566595276989,-7.0385
-7.4002,-2.323032581881692,-5.7051
-6.0542,9.116898783436172,-3.4462
-3.603,-8.129246599595605,-1.2262
-2.2144,6.136384067107686,2.7279
-2.2498,-1.2298326303908622,8.8452
-2.9583,10.86936122868362,11.423
-3.1744,7.188429082694296,5.2777
-2.0054,9.912061886195774,-6.9499
0.8142,13.224712822858162,-16.72
4.9976,-0.2891073913013709,-17.156
9.0924,-1.2535133815020767,-10.039
10.675999999999998,-13.236638107293924,-4.2122
8.1537,1.6684360577858535,-5.0384
2.0186,-3.7979010180930532,-9.0209
-4.2193,3.138815296940773,-8.6663
-7.9139,-1.3166352292671715,-2.2617
-10.23,-15.517237621189377,4.7315
-10.588,-4.760137163716122,8.104
-6.1675,-2.495770769977648,8.1111
2.2913,7.914934957398136,5.337999999999999
10.562,-7.979999642809937,0.76326
15.265999999999998,1.8895698077428211,-3.3291
14.601,-7.393078887749581,-5.7229
9.9673,-11.068458558925073,-7.5244
6.7545,6.387055721147473,-9.5351
8.7346,4.22692122821507,-9.7373
11.274,13.82690789449277,-6.3754
7.3,2.424156462749107,0.0043668
-1.4705,3.6398624768220462,8.4835
-7.3577,-1.9308605809406107,16.218
-7.6198,3.144269627582692,17.629
-5.5122,-0.02610454980282696,10.384
-1.7504,2.0168287406083314,0.96895
3.8924,6.256580568237464,-4.7937
8.1856,-6.921091906699892,-9.3294
7.4169,1.2146312694571024,-13.571
2.0894,-7.534835135828791,-11.525
-2.9547,-7.359149083358913,-1.8823
-3.3302,7.319721592549595,7.0686
1.1472,-3.2626641431655443,9.5368
3.8499,-3.132005270791556,8.3559
-0.964,0.5727105515787424,6.5863
-10.865,8.966684951971027,5.9657
-18.484,2.1904927539263803,9.941
-18.601,-5.77328473961073,17.136
-11.878,-6.791802840614489,18.856
-3.015,1.5606653143895837,11.374
2.9572,3.691890196222401,0.054024
5.3553,-8.73589145053896,-9.8259
6.2586,-20.288327133137397,-16.755
4.4981,-0.957574292997819,-17.532
-1.0915,-0.020678861437525304,-9.4145
-6.667000000000002,0.45326873860111516,2.1392
-8.3106,0.8935404471958105,9.6113
-6.9929,-0.19115158372095223,11.459
-4.9030000000000005,14.427768493013478,10.732
-1.8637,1.2275870488850742,8.6786
1.8025,7.238191544193885,5.2103
3.988,7.058401767144133,-0.03108
2.4578,2.7423227503866534,-7.2478
-1.9913,-4.690231808078213,-13.684
-5.6185,-3.0127516393660114,-16.255
-5.3599,11.526347930556543,-15.539
0.12346,-11.287879396511695,-13.73
8.4937,-2.8484657172242467,-10.45
12.833,1.9486156616145072,-5.6342
7.9837,2.8770210889011376,-0.84673
-1.9877,-6.206936012839538,3.7776
-8.7321,-12.42079844371042,8.3133
-9.9648,-15.643844244705512,11.087
-7.6446,7.310850001724815,9.5758
-1.9665,1.6214377476200572,4.6217
5.6671,-3.8365431419989244,-1.4744
10.686,4.643664495573634,-7.8223
11.264,-7.662523655608667,-13.553
9.5104,-4.434903706076366,-16.564
6.5207,9.37370972587057,-14.284
2.7801,-6.923271671603516,-8.3436
2.2984,0.5929786707416408,-1.9603
7.3957,2.0187475457652932,3.267
11.529000000000002,0.7161694923225667,8.4552
7.8951,7.102176998422812,13.491
-0.83649,9.008227861985162,16.417
-6.5749,9.204073281746155,15.115
-5.6043,-1.3590029703725082,9.4694
-0.04302,3.1991673940885432,2.2244
6.1559,-2.2281658952036016,-4.5561
7.7286,0.2873973691308469,-11.042
3.7826,1.1469221251431685,-18.514
-0.61332,0.5117472206982231,-22.685
-1.4564,-7.595672410432263,-16.39
-0.11032,2.1955606458830585,-0.60556
0.28994000000000003,4.681508079308478,15.204
-1.4280000000000002,7.096451952578736,24.116
-5.3422,1.039867008731349,25.828000000000007
-9.5858,-3.896391419278435,21.013
-11.594,-2.8586583802972436,12.973
-10.921,-3.4765690682663184,6.2813
-8.6117,-15.383035901380484,1.3626
-5.0624,7.701588284892785,-4.3753
-1.2863,-15.357991406414023,-10.198
1.2145,10.048877090531366,-10.429
2.8616,9.145350416311913,-4.3292
3.7684,-19.189268624332886,2.1925
2.1815,1.315405195399403,5.9267
-0.80461,-7.213887356401148,7.3771
-1.8673,15.78756697570578,6.6076
-1.6369999999999998,-8.838974633538722,3.5401
-3.6915,-1.7659829419135509,1.0754
-7.3896,-1.1447898091230848,1.8343
-9.0899,-1.7307034511264956,4.2564
-7.4002,-6.312682595346707,4.5118
-3.5711,-1.8004049935960011,-1.446
0.79294,-1.5608189740493368,-13.142
4.7957,1.2346330458839156,-23.341
7.0662,4.730612266693272,-23.433000000000003
7.0662,0.3356491075666164,-12.184
6.1346,12.314859159331169,2.7457
4.5229,-11.762241397416393,10.98
2.0611,-4.822116425721287,8.5829
-0.48226,5.101983343511576,1.8875
-2.2109,-9.042382276452367,-1.5063
-3.1602,-2.6924354385823843,-1.9283
-4.0635,-1.6604888742359927,-3.4249
-4.9419,2.8152284674735824,-6.5988
-4.988,-7.086308565945773,-9.0493
-1.9594,3.1280810815487445,-9.0706
4.5725,1.5200584914961603,-5.1767
10.917,0.7569475982211088,2.4939
13.024,2.6614698725039894,8.9482
12.114,-0.8796612955944645,8.1893
11.175,4.149426805084431,0.49381
10.35,-4.910811827671283,-7.9641
6.8537,-4.2479034578289445,-10.567
0.33953,8.481585578451494,-4.2121
-5.4556,-0.20716137519090708,6.5544
-7.2833,2.263990051865034,12.544
-4.8321,6.4420119568494805,8.9695
-0.25202,-0.9208481236015524,0.59311
3.6374,-3.9519013337870215,-4.6802
5.9186,6.269821797790166,-5.4817
7.0698,21.94302570272316,-4.8717
6.9706,11.142418957870246,-3.51
3.942,-22.321978210997944,-1.4744
-2.5722,-24.752472568602773,0.95128
-7.8749,-0.5443692876878385,5.1466
-7.0531,1.6951129564095062,10.853
-2.4234,0.08813735229057937,13.044
-1.513,-18.155206221876238,8.5581
-6.7626,-1.8786424864459184,1.6569999999999998
-12.898,7.0620768710453286,-1.6162
-13.858,-7.480615324742245,1.0861
-8.1795,9.412772866603333,6.9268
-0.7054199999999999,-6.13547765677233,10.009
2.7872,-5.800475716511424,6.3381
1.4978,16.620135740292977,-1.063
-0.7125,0.9352945646159316,-5.0384
-0.66645,2.8258298286003662,-2.6447
0.72918,0.27117477635263093,2.8344
0.99839,-2.035110721487226,7.1538
-1.467,3.0533068460517883,8.6078
-5.7956,-0.775127285102995,6.0119
-8.4169,-3.318101302848777,-2.1872
-7.6198,10.998094215101487,-11.613
-4.0741,-21.420704355746754,-13.918
0.26161,5.50641935282335,-6.808
3.1308,-9.145055536797576,1.6818
2.2984,-11.404047189317376,3.1819
-0.53185,7.905703852513769,-2.4638
-0.87545,-10.431466255516039,-8.9429
2.9254,34.18900007428374,-9.4642
8.4406,-10.28613107483101,-3.7653
10.492,3.2509417840138974,1.8733
6.0036,1.102743670798519,0.93002
-2.3632,4.34098179387087,-6.0278
-8.5833,-3.0287055179573685,-11.298
-9.7452,-0.45626512830353405,-9.8011
-8.47,1.885642574020492,-3.5561
-6.6599,5.880830529060807,2.1429
-2.1507,-14.86003474512227,4.0508
7.8136,11.71998171353944,1.9762
19.223,-4.4881968539646575,-0.7261
22.574,1.3464931675814937,-0.75802
14.374,-11.352806248499727,1.9017
1.3384,3.810159089460672,4.5792
-5.4060000000000015,0.7593035527112078,3.6572
-1.6972,-3.2640994773808,-1.6269
6.4747,10.624289311661618,-8.3649
10.407,-8.76778286383864,-11.599
5.8229,-10.3224619347368,-7.5669
-2.5297,3.6962171744164034,1.9301
-6.627999999999999,2.4999544886591516,9.4093
-3.2877,0.021164504542952847,9.2781
3.3646,2.2888897620977944,5.1466
6.8785,11.67901426402629,2.6394
4.8984,-3.195874480833016,1.9797
0.18014000000000002,-6.099352120562034,1.7315
-3.4577,1.0878637873447343,1.9727
-3.2098,5.184876741683384,1.5329
1.0338,5.016380500952237,-1.7155
4.6681,4.108840363616838,-4.6519
1.3455,-13.033891868572136,-2.1907
-8.1264,4.670749337690783,3.9267
-15.746,10.512514801223753,8.5298
-15.083,5.46198601176425,11.335
-7.255,-3.608932797151281,13.995
1.2747,0.8218570365375751,13.64
3.7755,0.2563290997377359,9.3206
-1.676,-0.6640730469672242,4.065
-8.679,8.781288807351745,0.33072
-10.195,4.465613115006671,-2.024
-5.8664,-3.0320983731613818,-2.9922
0.42455,-7.420572418409851,-1.2297
5.0365,-1.8090020355530265,1.306
5.9186,-15.54767475432297,1.1038
3.6551,1.1941362038386223,-2.5347
1.7812,12.83361006413509,-7.1237
0.48477,-2.342876308173812,-7.7123
-3.6596,7.481678126928141,-0.95659
-9.8904,-2.0424167506214816,8.1078
-11.909,8.300751416264315,9.4519
-7.0496,4.979563502265824,1.579
-0.40433,11.413906512471346,-8.2088
4.6008,11.805520417091872,-12.876
8.3485,6.868186855771049,-11.553
10.212,2.9964784633759236,-8.3188
8.0545,-11.135209840786391,-8.0173
2.1461,7.702227761787104,-10.212
-2.3809,7.066953644296753,-9.4891
-3.2877,7.0634297709520935,-3.8362
-3.564,1.1013648771677698,3.1252
-4.4,2.0992487389666006,7.8028
-2.8839,8.435975383908692,9.1043
1.7671,-10.998546247713415,7.2106
5.8265,2.040997408517505,3.2955
6.5243,-0.17382616478684879,-1.8006
4.7921,-4.449092564280395,-7.8116
