acc_x,acc_y
6.0687,-9.6804
6.0691,-5.0846
6.0695,-0.9603700000000001
6.0699,-1.51
6.0703,-4.5172
6.0707,-3.4817
6.0711,3.2986
6.0715,9.7527
6.0719,9.5505
6.0723,3.9547
6.0727,-2.1022
6.0731,-5.5988
6.0735,-5.5633
6.0739,-3.2618
6.0743,-1.7476
6.0747,-2.8718
6.0751,-2.7583
6.0755,2.0716
6.0759,7.5789
6.0763,7.5895
6.0767,3.1851
6.0771,1.4191
6.0775,3.7915
6.0779,5.2916
6.0783,3.4724
6.0787,1.4972
6.0791,1.5219999999999998
6.0795,3.6532
6.0799,6.5505
6.0803,6.7491
6.0807,3.8873
6.0811,1.8092
6.0815,3.1319999999999997
6.0819,5.3093
6.0823,4.9086
6.0827,2.3376
6.0831,-0.3114
6.0835,-2.2476
6.0839,-4.9534
6.0843,-8.6591
6.0847,-9.9677
6.0851,-4.9746
6.0855,3.7277
6.0859,8.0257
6.0863,3.3873
6.0867,-5.152
6.0871,-9.7478
6.0875,-8.2301
6.0879,-3.9356
6.0883,-1.9568
6.0887,-4.2831
6.0891,-7.0208
6.0895,-6.808
6.0899,-5.2796
6.0903,-4.4817
6.0907,-2.7831
6.0911,1.3447
6.0915,5.2526
6.0919,7.1392
6.0923,6.8768
6.0927,4.5576
6.0931,0.53261
6.0935,-5.1945
6.0939,-11.439
6.0943,-16.039
6.0947,-15.357999999999999
6.0951,-7.6307
6.0955,4.7455
6.0959,16.817
6.0963,23.816999999999997
6.0967,23.278000000000002
6.0971,11.799000000000001
6.0975,-6.0491
6.0979,-17.549
6.0983,-14.776
6.0987,-3.7796
6.0991,3.6214
6.0995,3.3696
6.0999,-0.26883
6.1003,-0.5277
6.1007,5.0398
6.1011,14.526
6.1015,20.998
6.1019,19.338
6.1023,12.306
6.1027,4.5327
6.1031,-1.2369
6.1035,-5.0598
6.1039,-7.2336
6.1043,-8.1024
6.1047,-7.8684
6.1051,-6.4818
6.1055,-4.081
6.1059,0.036157999999999996
6.1063,7.3662
6.1067,15.338
6.1071,15.270999999999999
6.1075,3.2065
6.1079,-13.081
6.1083,-22.401
6.1087,-20.805
6.1091,-12.773
6.1095,-5.0881
6.1099,-2.2511
6.1103,-2.2511
6.1107,-0.5525100000000001
6.1111,2.8731
6.1115,4.7243
6.1119,3.3377
6.1123,-0.52768
6.1127,-4.12
6.1131,-4.5633
6.1135,-2.8434
6.1139,-1.932
6.1143,-2.4001
6.1147,-3.8398
6.1151,-6.191
6.1155,-8.4783
6.1159,-7.1839
6.1163,-0.22271
6.1167,10.38
6.1171,18.296
6.1175,17.945
6.1179,9.2776
6.1183,-2.2299
6.1187,-11.027999999999999
6.1191,-15.535
6.1195,-13.78
6.1199,-5.3399
6.1203,4.6002
6.1207,9.7776
6.1211,10.21
6.1215,9.3627
6.1219,8.8946
6.1223,9.3557
6.1227,9.9514
6.1231,8.689
6.1235,5.3626
6.1239,2.5327
6.1243,1.1142
6.1247,-0.47093
6.1251,-2.6199
6.1255,-3.1448
6.1259,-1.0738
6.1263,1.6533
6.1267,2.2526
6.1271,0.75961
6.1275,-0.28652
6.1279,1.6568
6.1283,5.547000000000001
6.1287,5.9158
6.1291,-0.68015
6.1295,-11.06
6.1299,-18.645
6.1303,-19.706
6.1307,-14.94
6.1311,-7.6414
6.1315,-1.2653
6.1319,4.1392
6.1323,8.9656
6.1327,10.622
6.1331,7.0684
6.1335,0.6887
6.1339,-4.6697
6.1343,-8.0279
6.1347,-9.762
6.1351,-9.3329
6.1355,-5.7052
6.1359,-1.4922
6.1363,-0.76526
6.1367,-3.2831
6.1371,-4.1945
6.1375,0.49367
6.1379,8.5578
6.1383,14.940999999999999
6.1387,16.335
6.1391,11.76
6.1395,3.4512
6.1399,-5.6839
6.1403,-13.776
6.1407,-18.677
6.1411,-17.213
6.1415,-8.4499
6.1419,4.1888
6.1423,15.81
6.1427,21.855999999999998
6.1431,21.069000000000003
6.1435,14.583
6.1439,6.7102
6.1443,3.3023
6.1447,3.4619
6.1451,0.8305600000000001
6.1455,-6.191
6.1459,-10.865
6.1463,-7.7336
6.1467,-0.63403
6.1471,4.9336
6.1475,8.7139
6.1479,11.182
6.1483,10.745999999999999
6.1487,6.5968
6.1491,0.23835
6.1495,-5.4427
6.1499,-7.9925
6.1503,-7.6343
6.1507,-7.9889
6.1511,-11.408
6.1515,-14.808
6.1519,-13.283
6.1523,-6.1342
6.1527,2.0221
6.1531,6.1393
6.1535,5.6499
6.1539,2.859
6.1543,-0.86098
6.1547,-4.237
6.1551,-5.4853
6.1555,-5.9392
6.1559,-7.3151
6.1563,-7.0953
6.1567,-3.0561
6.1571,3.1073
6.1575,7.6287
6.1579,7.806
6.1583,3.1037
6.1587,-3.4994
6.1591,-7.7194
6.1595,-6.5775
6.1599,-1.1163
6.1603,4.0896
6.1607,5.1464
6.1611,2.5257
6.1615,-0.18719
6.1619,-1.7263
6.1623,-2.4
6.1627,0.29865
6.1631,6.3592
6.1635,9.908999999999999
6.1639,8.0756
6.1643,4.5932
6.1647,0.98662
6.1651,-3.3646
6.1655,-3.9888
6.1659,3.1534
6.1663,11.519
6.1667,11.915999999999999
6.1671,5.7918
6.1675,1.0611
6.1679,1.2384
6.1683,4.7173
6.1687,8.1607
6.1691,6.5188
6.1695,-1.3681
6.1699,-9.3152
6.1703,-11.216
6.1707,-7.6875
6.1711,-2.6979
6.1715,-0.18717999999999999
6.1719,-2.0809
6.1723,-5.1129
6.1727,-3.3646
6.1731,2.625
6.1735,5.3414
6.1739,0.13199
6.1743,-8.9429
6.1747,-14.869000000000002
6.1751,-12.876
6.1755,-5.2229
6.1759,0.53627
6.1763,0.24548000000000003
6.1767,-1.5915
6.1771,-0.3893
6.1775,2.2385
6.1779,3.0045
6.1783,1.5363
6.1787,0.25966
6.1791,-0.55597
6.1795,-2.1624
6.1799,-3.9888
6.1803,-5.081
6.1807,-5.3576
6.1811,-3.6164
6.1815,1.859
6.1819,8.4905
6.1823,11.812999999999999
6.1827,10.583
6.1831,6.455
6.1835,0.69586
6.1839,-4.7299
6.1843,-6.8399
6.1847,-4.393
6.1851,-0.64817
6.1855,1.7101
6.1859,3.7563
6.1863,5.767
6.1867,7.1323
6.1871,9.448
6.1875,13.966
6.1879,15.434000000000001
6.1883,9.8984
6.1887,1.8981
6.1891,-1.9284
6.1895,-2.3752
6.1899,-3.5703
6.1903,-5.8895
6.1907,-7.0385
6.1911,-5.7051
6.1915,-3.4462
6.1919,-1.2262
6.1923,2.7279
6.1927,8.8452
6.1931,11.423
6.1935,5.2777
6.1939,-6.9499
6.1943,-16.72
6.1947,-17.156
6.1951,-10.039
6.1955,-4.2122
6.1959,-5.0384
6.1963,-9.0209
6.1967,-8.6663
6.1971,-2.2617
6.1975,4.7315
6.1979,8.104
6.1983,8.1111
6.1987,5.337999999999999
6.1991,0.76326
6.1995,-3.3291
6.1999,-5.7229
6.2003,-7.5244
6.2007,-9.5351
6.2011,-9.7373
6.2015,-6.3754
6.2019,0.0043668
6.2023,8.4835
6.2027,16.218
6.2031,17.629
6.2035,10.384
6.2039,0.96895
6.2043,-4.7937
6.2047,-9.3294
6.2051,-13.571
6.2055,-11.525
6.2059,-1.8823
6.2063,7.0686
6.2067,9.5368
6.2071,8.3559
6.2075,6.5863
6.2079,5.9657
6.2083,9.941
6.2087,17.136
6.2091,18.855999999999998
6.2095,11.374
6.2099,0.054024
6.2103,-9.8259
6.2107,-16.755
6.2111,-17.532
6.2115,-9.4145
6.2119,2.1392
6.2123,9.6113
6.2127,11.459000000000001
6.2131,10.732000000000001
6.2135,8.6786
6.2139,5.2103
6.2143,-0.03108
6.2147,-7.2478
6.2151,-13.684000000000001
6.2155,-16.255
6.2159,-15.539000000000001
6.2163,-13.73
6.2167,-10.45
6.2171,-5.6342
6.2175,-0.84673
6.2179,3.7776
6.2183,8.3133
6.2187,11.087
6.2191,9.5758
6.2195,4.6217
6.2199,-1.4744
6.2203,-7.8223
6.2207,-13.552999999999999
6.2211,-16.564
6.2215,-14.284
6.2219,-8.3436
6.2223,-1.9603
6.2227,3.267
6.2231,8.4552
6.2235,13.491
6.2239,16.417
6.2243,15.115
6.2247,9.4694
6.2251,2.2244
6.2255,-4.5561
6.2259,-11.042
6.2263,-18.514
6.2267,-22.685
6.2271,-16.39
6.2275,-0.60556
6.2279,15.204
6.2283,24.116
6.2287,25.828000000000003
6.2291,21.013
6.2295,12.972999999999999
6.2299,6.2813
6.2303,1.3626
6.2307,-4.3753
6.2311,-10.198
6.2315,-10.429
6.2319,-4.3292
6.2323,2.1925
6.2327,5.9267
6.2331,7.3771
6.2335,6.6076
6.2339,3.5401
6.2343,1.0754
6.2347,1.8343
6.2351,4.2564
6.2355,4.5118
6.2359,-1.446
6.2363,-13.142000000000001
6.2367,-23.340999999999998
6.2371,-23.433000000000003
6.2375,-12.184000000000001
6.2379,2.7457
6.2383,10.98
6.2387,8.5829
6.2391,1.8875
6.2395,-1.5063
6.2399,-1.9283
6.2403,-3.4249
6.2407,-6.5988
6.2411,-9.0493
6.2415,-9.0706
6.2419,-5.1767
6.2423,2.4939
6.2427,8.9482
6.2431,8.1893
6.2435,0.49381
6.2439,-7.9641
6.2443,-10.567
6.2447,-4.2121
6.2451,6.5544
6.2455,12.544
6.2459,8.9695
6.2463,0.59311
6.2467,-4.6802
6.2471,-5.4817
6.2475,-4.8717
6.2479,-3.51
6.2483,-1.4744
6.2487,0.9512799999999999
6.2491,5.1466
6.2495,10.853
6.2499,13.044
6.2503,8.5581
6.2507,1.6569999999999998
6.2511,-1.6162
6.2515,1.0861
6.2519,6.9268
6.2523,10.009
6.2527,6.3381
6.2531,-1.063
6.2535,-5.0384
6.2539,-2.6447
6.2543,2.8344
6.2547,7.1538
6.2551,8.6078
6.2555,6.0119
6.2559,-2.1872
6.2563,-11.613
6.2567,-13.918
6.2571,-6.808
6.2575,1.6818
6.2579,3.1819
6.2583,-2.4638
6.2587,-8.9429
6.2591,-9.4642
6.2595,-3.7653
6.2599,1.8733
6.2603,0.9300200000000001
6.2607,-6.0278
6.2611,-11.298
6.2615,-9.8011
6.2619,-3.5561
6.2623,2.1429
6.2627,4.0508
6.2631,1.9762
6.2635,-0.7261
6.2639,-0.75802
6.2643,1.9017
6.2647,4.5792
6.2651,3.6572
6.2655,-1.6269
6.2659,-8.3649
6.2663,-11.599
6.2667,-7.5669
6.2671,1.9301
6.2675,9.4093
6.2679,9.2781
6.2683,5.1466
6.2687,2.6394
6.2691,1.9797
6.2695,1.7315
6.2699,1.9727
6.2703,1.5329
6.2707,-1.7155
6.2711,-4.6519
6.2715,-2.1907
6.2719,3.9267
6.2723,8.5298
6.2727,11.335
6.2731,13.995
6.2735,13.64
6.2739,9.3206
6.2743,4.065
6.2747,0.33071999999999996
6.2751,-2.024
6.2755,-2.9922
6.2759,-1.2297
6.2763,1.306
6.2767,1.1038
6.2771,-2.5347
6.2775,-7.1237
6.2779,-7.7123
6.2783,-0.9565899999999999
6.2787,8.1078
6.2791,9.4519
6.2795,1.579
6.2799,-8.2088
6.2803,-12.876
6.2807,-11.552999999999999
6.2811,-8.3188
6.2815,-8.0173
6.2819,-10.212
6.2823,-9.4891
6.2827,-3.8362
6.2831,3.1252
6.2835,7.8028
6.2839,9.1043
6.2843,7.2106
6.2847,3.2955
6.2851,-1.8006
6.2855,-7.8116
6.2859,-12.741
6.2863,-14.099
6.2867,-11.677
6.2871,-6.769
6.2875,-0.6019399999999999
6.2879,5.4623
6.2883,10.770999999999999
6.2887,15.321
6.2891,17.332
6.2895,13.502
6.2899,4.3523
6.2903,-5.5774
6.2907,-13.94
6.2911,-19.0
6.2915,-16.163
6.2919,-5.5207
6.2923,4.9587
6.2927,10.182
6.2931,11.69
6.2935,13.137
6.2939,15.594000000000001
6.2943,17.406
6.2947,15.793
6.2951,8.8029
6.2955,-0.9814
6.2959,-8.9216
6.2963,-12.865
6.2967,-12.425
6.2971,-6.6555
6.2975,2.8699
6.2979,10.126
6.2983,10.697000000000001
6.2987,6.6645
6.2991,3.1004
6.2995,2.8877
6.2999,4.0119
6.3003,0.47261000000000003
6.3007,-9.1805
6.3011,-18.192
6.3015,-19.241
6.3019,-13.55
6.3023,-7.1024
6.3027,-3.3362
6.3031,-2.5843
6.3035,-1.4743
6.3039,3.487
6.3043,9.9733
6.3047,10.619000000000002
6.3051,2.987
6.3055,-6.8328
6.3059,-12.655999999999999
6.3063,-12.883
6.3067,-9.4749
6.3071,-4.5987
6.3075,-0.20828000000000002
6.3079,2.0295
6.3083,2.526
6.3087,2.9976
6.3091,4.2814
6.3095,5.058
6.3099,5.4659
6.3103,6.5014
6.3107,6.6397
6.3111,3.8133
6.3115,-2.0595
6.3119,-8.8365
6.3123,-13.918
6.3127,-14.046
6.3131,-6.1626
6.3135,8.8243
6.3139,23.034000000000002
6.3143,25.456999999999997
6.3147,14.913
6.3151,1.2954
6.3155,-5.6661
6.3159,-3.783
6.3163,2.9338
6.3167,7.81
6.3171,6.2142
6.3175,0.36269
6.3179,-2.3786
6.3183,1.9905
6.3187,9.3421
6.3191,11.988
6.3195,7.115
6.3199,-1.0204
6.3203,-7.417999999999999
6.3207,-10.439
6.3211,-9.8082
6.3215,-6.5421
6.3219,-3.7688
6.3223,-3.1446
6.3227,-2.1233
6.3231,0.43008
6.3235,1.9444
6.3239,0.38398000000000004
6.3243,-3.5241
6.3247,-8.9429
6.3251,-12.933
6.3255,-10.904000000000002
6.3259,-3.9674
6.3263,1.4231
6.3267,2.5224
6.3271,2.0118
6.3275,1.5224
6.3279,1.0117
6.3283,0.6038600000000001
6.3287,0.7953600000000001
6.3291,0.48328999999999994
6.3295,-2.0665
6.3299,-5.4427
6.3303,-6.2442
6.3307,-4.4178
6.3311,-1.531
6.3315,1.8876
6.3319,5.0297
6.3323,7.4022
6.3327,9.5832
6.3331,10.559000000000001
6.3335,5.7993
6.3339,-4.9639
6.3343,-12.833
6.3347,-10.773
6.3351,-2.9957
6.3355,2.8239
6.3359,5.817
6.3363,7.4554
6.3367,8.3349
6.3371,10.477
6.3375,13.672
6.3379,12.874
6.3383,6.1717
6.3387,-1.1728
6.3391,-4.8185
6.3395,-5.5845
6.3399,-4.1092
6.3403,0.1464
6.3407,3.4019999999999997
6.3411,1.3947
6.3415,-3.783
6.3419,-6.1129
6.3423,-1.7225
6.3427,6.7781
6.3431,10.905999999999999
6.3435,3.9694
6.3439,-8.6131
6.3443,-15.72
6.3447,-13.72
6.3451,-8.6273
6.3455,-5.6696
6.3459,-6.042000000000001
6.3463,-8.301
6.3467,-7.2336
6.3471,-0.8714
6.3475,4.8028
6.3479,4.9234
6.3483,2.6572
6.3487,2.4054
6.3491,2.8204
6.3495,1.494
6.3499,-1.1019
6.3503,-4.322
6.3507,-8.4464
6.3511,-12.103
6.3515,-11.589
6.3519,-5.7796
6.3523,3.2814
6.3527,11.81
6.3531,15.867
6.3535,13.569
6.3539,5.7816
6.3543,-2.3644
6.3547,-6.7761
6.3551,-7.1875
6.3555,-5.1979999999999995
6.3559,-1.6161
6.3563,2.8417
6.3567,6.3136
6.3571,7.2924
6.3575,5.6681
6.3579,3.7992
6.3583,4.4943
6.3587,8.9769
6.3591,15.013
6.3595,17.222
6.3599,12.36
6.3603,2.3913
6.3607,-7.2159
6.3611,-12.262
6.3615,-11.099
6.3619,-4.9958
6.3623,3.2637
6.3627,9.5798
6.3631,9.1791
6.3635,1.9373
6.3639,-5.2121
6.3643,-4.9816
6.3647,0.18544000000000002
6.3651,1.682
6.3655,-4.0489
6.3659,-11.72
6.3663,-14.376
6.3667,-10.479000000000001
6.3671,-3.9
6.3675,-0.8678299999999999
6.3679,-3.3468
6.3683,-5.6838
6.3687,-2.5453
6.3691,4.0297
6.3695,8.5372
6.3699,7.4804
6.3703,0.1819
6.3707,-9.4111
6.3711,-13.66
6.3715,-9.3827
6.3719,-2.0984
6.3723,1.7209999999999999
6.3727,1.8948
6.3731,1.2316
6.3735,0.31667
6.3739,0.33794
6.3743,3.4978
6.3747,6.9094
6.3751,5.7887
6.3755,2.0473
6.3759,1.0118
6.3763,0.84154
6.3767,-3.1411
6.3771,-7.4676
6.3775,-5.886
6.3779,-0.05569400000000001
6.3783,4.2071
6.3787,6.7285
6.3791,8.5762
6.3795,8.6507
6.3799,8.5798
6.3803,11.345999999999998
6.3807,13.382
6.3811,8.2393
6.3815,-1.9991
6.3819,-8.3507
6.3823,-7.535
6.3827,-2.7297
6.3831,3.0545
6.3835,7.0513
6.3839,5.9413
6.3843,0.49046000000000006
6.3847,-4.2759
6.3851,-5.1944
6.3855,-2.1658
6.3859,2.3346
6.3863,4.0546
6.3867,0.17482999999999999
6.3871,-6.5633
6.3875,-11.698
6.3879,-13.422
6.3883,-11.879000000000001
6.3887,-8.9075
6.3891,-6.3895
6.3895,-3.5241
6.3899,0.9195700000000001
6.3903,4.81
6.3907,5.7001
6.3911,5.5405
6.3915,5.0015
6.3919,1.2849
6.3923,-5.6909
6.3927,-10.995999999999999
6.3931,-10.298
6.3935,-5.8505
6.3939,-3.4744
6.3943,-5.1093
6.3947,-5.7335
6.3951,-0.49543000000000004
6.3955,9.0763
6.3959,17.112000000000002
6.3963,18.480999999999998
6.3967,12.307
6.3971,2.4836
6.3975,-5.7583
6.3979,-11.128
6.3983,-14.674000000000001
6.3987,-14.844000000000001
6.3991,-9.8083
6.3995,-0.89971
6.3999,9.1792
6.4003,17.590999999999998
6.4007,21.29
6.4011,19.62
6.4015,17.034000000000002
6.4019,14.857000000000001
6.4023,8.5266
6.4027,-2.5133
6.4031,-11.78
6.4035,-14.529000000000002
6.4039,-12.687999999999999
6.4043,-8.2124
6.4047,-0.42804
6.4051,9.048
6.4055,15.040999999999999
6.4059,13.669
6.4063,6.4591
6.4067,-0.35001
6.4071,-1.5203
6.4075,0.40892
6.4079,-1.7331
6.4083,-10.844000000000001
6.4087,-20.691999999999997
6.4091,-24.1
6.4095,-19.777
6.4099,-9.8969
6.4103,0.99408
6.4107,8.7926
6.4111,12.208
6.4115,12.559000000000001
6.4119,9.9027
6.4123,4.1291
6.4127,-2.6765
6.4131,-9.4891
6.4135,-15.790999999999999
6.4139,-18.933
6.4143,-14.655999999999999
6.4147,-3.6198
6.4151,6.4272
6.4155,9.7998
6.4159,7.5479
6.4163,4.427
6.4167,4.4483
6.4171,8.9026
6.4175,12.232999999999999
6.4179,6.7286
6.4183,-4.8859
6.4187,-13.17
6.4191,-15.695
6.4195,-15.167
6.4199,-8.9252
6.4203,4.2852
6.4207,15.488
6.4211,18.155
6.4215,17.588
6.4219,17.01
6.4223,12.484000000000002
6.4227,4.2994
6.4231,-1.3288
6.4235,-3.8007
6.4239,-5.7335
6.4243,-6.1909
6.4247,-4.7546
6.4251,-3.3538
6.4255,-0.20459000000000002
6.4259,8.8743
6.4263,18.953
6.4267,19.315
6.4271,8.0905
6.4275,-5.315
6.4279,-12.805
6.4283,-12.614
6.4287,-7.8258
6.4291,-4.705
6.4295,-6.7548
6.4299,-10.092
6.4303,-8.5564
6.4307,-3.1729
6.4311,0.6572
6.4315,1.3984
6.4319,1.9304
6.4323,3.4057
6.4327,2.7744
6.4331,-1.5806
6.4335,-8.2514
6.4339,-13.468
6.4343,-13.411
6.4347,-8.5741
6.4351,-2.3005
6.4355,3.4482
6.4359,8.3423
6.4363,10.293
6.4367,7.5515
6.4371,1.6396
6.4375,-2.9779
6.4379,-4.9284
6.4383,-4.5738
6.4387,-1.8643
6.4391,2.246
6.4395,4.6044
6.4399,4.0299
6.4403,1.8027
6.4407,-2.1977
6.4411,-6.9782
6.4415,-6.8116
6.4419,0.45861999999999997
6.4423,8.3388
6.4427,10.002
6.4431,7.3919
6.4435,4.0086
6.4439,2.3524
6.4443,4.7711
6.4447,9.5233
6.4451,10.257
6.4455,4.6611
6.4459,-1.3997
6.4463,-2.0168
6.4467,0.8522799999999999
6.4471,2.3524
6.4475,0.82745
6.4479,-2.6729
6.4483,-5.5313
6.4487,-4.8078
6.4491,-0.2613
6.4495,4.6789
6.4499,6.8954
6.4503,4.263999999999999
6.4507,-2.8112
6.4511,-9.5955
6.4515,-11.5
6.4519,-9.748
6.4523,-8.7515
6.4527,-8.9713
6.4531,-7.95
6.4535,-5.0383
6.4539,-0.66913
6.4543,2.9163
6.4547,3.2710000000000004
6.4551,1.1963
6.4555,1.0828
6.4559,3.9412
6.4563,5.4768
6.4567,2.0865
6.4571,-4.8327
6.4575,-10.886
6.4579,-13.298
6.4583,-11.443
6.4587,-5.8505
6.4591,1.824
6.4595,9.2467
6.4599,14.499
6.4603,16.035
6.4607,12.364
6.4611,4.53
6.4615,-4.0453
6.4619,-10.131
6.4623,-12.933
6.4627,-12.55
6.4631,-6.8364
6.4635,4.5796
6.4639,15.499
6.4643,19.195
6.4647,15.027000000000001
6.4651,7.1011
6.4655,0.99061
6.4659,1.0225
6.4663,6.2039
6.4667,9.267999999999999
6.4671,5.5726
6.4675,-2.2296
6.4679,-8.2763
6.4683,-8.6061
6.4687,-2.8147
6.4691,4.9414
6.4695,9.0801
6.4699,8.8035
6.4703,5.3953
6.4707,0.10400999999999999
6.4711,-3.8751
6.4715,-3.5772
6.4719,-2.492
6.4723,-5.7547
6.4727,-11.77
6.4731,-13.954
6.4735,-9.6806
6.4739,-2.3359
6.4743,2.544
6.4747,0.64308
6.4751,-6.4037
6.4755,-10.23
6.4759,-5.8824
6.4763,2.4269
6.4767,7.7963
6.4771,8.0516
6.4775,4.9768
6.4779,0.16076
6.4783,-5.1483
6.4787,-8.3082
6.4791,-8.4784
6.4795,-7.9925
6.4799,-7.7797
6.4803,-4.8787
6.4807,2.1645
6.4811,10.389000000000001
6.4815,14.946
6.4819,13.623
6.4823,8.502
6.4827,2.9022
6.4831,-1.272
6.4835,-5.6448
6.4839,-11.479000000000001
6.4843,-14.655999999999999
6.4847,-9.5814
6.4851,1.4836
6.4855,9.8532
6.4859,12.134
6.4863,10.612
6.4867,8.6971
6.4871,8.9347
6.4875,11.530999999999999
6.4879,12.283
6.4883,7.4878
6.4887,-0.091016
6.4891,-6.6201
6.4895,-11.0
6.4899,-11.595999999999998
6.4903,-4.6234
6.4907,6.9168
6.4911,13.534
6.4915,10.236
6.4919,1.2815
6.4923,-4.8185
6.4927,-3.7581
6.4931,0.32037
6.4935,-0.9989100000000001
6.4939,-8.2408
6.4943,-13.958
6.4947,-13.713
6.4951,-9.2161
6.4955,-3.9957
6.4959,0.15724000000000002
6.4963,1.3666
6.4967,-0.37118
6.4971,-2.3040000000000003
6.4975,-2.6019
6.4979,-1.5344
6.4983,0.23881
6.4987,1.1503
6.4991,-1.1195
6.4995,-5.3185
6.4999,-6.8045
6.5003,-3.6233
6.5007,0.6643899999999999
6.5011,1.895
6.5015,0.065042
6.5019,-1.6053
6.5023,-1.1798
6.5027,1.2425
6.5031,4.4662
6.5035,5.821000000000001
6.5039,3.8810000000000002
6.5043,1.3169
6.5047,-0.066182
6.5051,-2.1905
6.5055,-5.925
6.5059,-7.34
6.5063,-3.2474
6.5067,3.7604
6.5071,8.8532
6.5075,10.648
6.5079,10.009
6.5083,7.8992
6.5087,7.1012
6.5091,9.1475
6.5095,9.8036
6.5099,4.6577
6.5103,-3.1907
6.5107,-7.5315
6.5111,-6.2158
6.5115,-1.0131
6.5119,5.5266
6.5123,9.7079
6.5127,8.5694
6.5131,2.739
6.5135,-3.4531
6.5139,-5.9569
6.5143,-3.8929
6.5147,-0.98477
6.5151,-1.5912
6.5155,-4.5844
6.5159,-6.4464
6.5163,-6.9287
6.5167,-8.2231
6.5171,-9.9716
6.5175,-9.7942
6.5179,-5.8612
6.5183,1.0686
6.5187,6.4735
6.5191,7.0089999999999995
6.5195,3.6505
6.5199,-0.43864
6.5203,-4.0667
6.5207,-7.8792
6.5211,-9.7233
6.5215,-7.5316
6.5219,-2.7474
6.5223,2.012
6.5227,5.1825
6.5231,5.1861
6.5235,1.6502
6.5239,-2.2261
6.5243,-2.9389
6.5247,-0.13366
6.5251,3.3206
6.5255,5.0903
6.5259,5.9379
6.5263,4.1221
6.5267,-2.7403
6.5271,-10.11
6.5275,-9.4006
6.5279,-0.12303
